Customer ID,Age,Gender,City,City Tier,Acquisition Channel,Product Category,Product Price (INR),Discount Applied (%),Final Order Value (INR),Delivery Time (days),Return Status,Return Reason,Customer Satisfaction Score,Repeat Purchase,Number of Previous Orders
CUST0242,40,Male,Jaipur,Tier 2,Influencer,Sofa,53755,4,51604.8,10,Yes,Damaged,3,Yes,8
CUST0243,37,Male,Delhi,Tier 1,Instagram Ad,Sofa,24033,3,23312.01,3,No,,4,Yes,2
CUST0244,27,Female,Pune,Tier 1,Referral,Sofa,44306,14,38103.16,11,No,,3,No,6
CUST0245,46,Female,Bengaluru,Tier 1,Referral,Decor,5658,8,5205.36,9,No,,4,Yes,10
CUST0246,43,Male,Surat,Tier 2,Email Campaign,Sofa,33392,40,20035.2,14,Yes,Quality Issue,3,No,2
CUST0247,55,Female,Indore,Tier 2,Influencer,Bed,24342,30,17039.4,8,Yes,Damaged,4,No,1
CUST0248,28,Female,Pune,Tier 1,Google Search,Sofa,54591,2,53499.18,5,No,,5,Yes,8
CUST0249,54,Female,Bengaluru,Tier 1,Instagram Ad,Bed,16141,35,10491.65,3,No,,5,Yes,4
CUST0250,48,Male,Mumbai,Tier 1,Referral,Storage Unit,13906,28,10012.32,12,No,,5,Yes,1
CUST0251,22,Female,Mumbai,Tier 1,Referral,Bed,23767,4,22816.32,10,No,,3,No,5
CUST0252,23,Male,Bengaluru,Tier 1,Email Campaign,Dining Set,22652,3,21972.44,16,No,,3,Yes,5
CUST0253,35,Female,Lucknow,Tier 2,Instagram Ad,Decor,5009,36,3205.76,7,No,,4,Yes,6
CUST0254,30,Female,Mumbai,Tier 1,Email Campaign,Decor,5154,16,4329.36,15,Yes,Damaged,3,No,5
CUST0255,38,Female,Indore,Tier 2,Referral,Decor,6498,22,5068.44,21,No,,3,No,2
CUST0256,34,Male,Lucknow,Tier 2,Influencer,Storage Unit,17714,0,17714.0,5,No,,4,No,1
CUST0257,44,Male,Delhi,Tier 1,Google Search,Bed,34218,36,21899.52,9,No,,4,Yes,0
CUST0258,37,Male,Bengaluru,Tier 1,Google Search,Decor,4630,11,4120.7,13,No,,3,No,6
CUST0259,55,Male,Pune,Tier 1,Instagram Ad,Bed,15882,18,13023.24,18,No,,3,No,5
CUST0260,21,Male,Indore,Tier 2,Email Campaign,Dining Set,30991,16,26032.44,21,No,,2,Yes,4
CUST0261,46,Female,Bengaluru,Tier 1,Referral,Bed,49631,16,41690.04,19,No,,3,No,6
CUST0262,47,Male,Bengaluru,Tier 1,Referral,Sofa,42313,20,33850.4,18,No,,1,No,1
CUST0263,25,Male,Bengaluru,Tier 1,Influencer,Sofa,30503,25,22877.25,19,Yes,Changed Mind,2,Yes,4
CUST0264,40,Male,Surat,Tier 2,Google Search,Bed,26390,0,26390.0,6,No,,4,Yes,2
CUST0265,33,Female,Indore,Tier 2,Instagram Ad,Storage Unit,16605,30,11623.5,8,Yes,Wrong Product,4,No,1
CUST0266,48,Female,Lucknow,Tier 2,Google Search,Sofa,44297,15,37652.45,8,No,,3,No,1
CUST0267,18,Male,Lucknow,Tier 2,Instagram Ad,Dining Set,20951,22,16341.78,16,No,,3,No,5
CUST0268,48,Male,Indore,Tier 2,Google Search,Decor,3828,20,3062.4,21,No,,2,No,4
CUST0269,47,Male,Delhi,Tier 1,Influencer,Storage Unit,29959,19,24266.79,20,No,,3,No,3
CUST0270,51,Male,Jaipur,Tier 2,Referral,Dining Set,23590,7,21938.7,20,No,,2,No,6
CUST0271,25,Male,Mumbai,Tier 1,Email Campaign,Storage Unit,23920,14,20571.2,19,Yes,Wrong Product,2,Yes,5
CUST0272,44,Female,Pune,Tier 1,Influencer,Bed,20276,27,14801.48,13,No,,3,No,8
CUST0273,40,Female,Pune,Tier 1,Email Campaign,Storage Unit,24209,14,20819.74,21,Yes,Wrong Product,2,Yes,7
CUST0274,54,Male,Mumbai,Tier 1,Influencer,Storage Unit,19992,9,18192.72,17,No,,3,No,6
CUST0275,45,Female,Bengaluru,Tier 1,Instagram Ad,Bed,43099,24,32755.24,11,Yes,Damaged,4,Yes,4
CUST0276,30,Female,Bengaluru,Tier 1,Email Campaign,Sofa,60703,13,52811.61,5,Yes,Damaged,5,Yes,8
CUST0277,40,Male,Jaipur,Tier 2,Email Campaign,Storage Unit,23233,15,19748.05,11,No,,3,Yes,7
CUST0278,45,Female,Delhi,Tier 1,Influencer,Bed,33135,7,30815.55,9,No,,5,Yes,3
CUST0279,27,Male,Pune,Tier 1,Influencer,Decor,1539,39,938.79,3,No,,5,Yes,2
CUST0280,31,Female,Lucknow,Tier 2,Referral,Decor,4748,37,2991.24,4,No,,5,Yes,5
CUST0281,55,Male,Mumbai,Tier 1,Influencer,Dining Set,52926,37,33343.38,19,Yes,Wrong Product,2,Yes,10
CUST0282,47,Male,Lucknow,Tier 2,Google Search,Storage Unit,19023,16,15979.32,10,No,,4,Yes,9
CUST0283,50,Male,Jaipur,Tier 2,Instagram Ad,Decor,9224,6,8670.56,14,No,,3,No,2
CUST0284,51,Female,Surat,Tier 2,Email Campaign,Decor,9835,39,5999.35,5,No,,5,Yes,8
CUST0285,43,Female,Lucknow,Tier 2,Google Search,Storage Unit,14614,25,10960.5,6,No,,5,Yes,5
CUST0286,21,Male,Mumbai,Tier 1,Influencer,Sofa,68152,9,62018.32,15,No,,3,No,2
CUST0287,28,Female,Bengaluru,Tier 1,Instagram Ad,Dining Set,51840,37,32659.2,17,Yes,Changed Mind,3,No,9
CUST0288,35,Female,Delhi,Tier 1,Google Search,Dining Set,37167,20,29733.6,16,No,,3,Yes,4
CUST0289,28,Male,Indore,Tier 2,Google Search,Decor,2757,2,2701.86,8,No,,3,Yes,10
CUST0290,43,Female,Bengaluru,Tier 1,Instagram Ad,Storage Unit,19755,5,18767.25,11,No,,4,Yes,3
CUST0291,46,Male,Pune,Tier 1,Email Campaign,Dining Set,59316,24,45080.16,20,Yes,Changed Mind,2,No,5
CUST0292,25,Female,Delhi,Tier 1,Influencer,Bed,44290,15,37646.5,4,No,,5,Yes,1
CUST0293,45,Female,Lucknow,Tier 2,Influencer,Bed,36542,16,30695.28,20,No,,2,Yes,8
CUST0294,25,Female,Delhi,Tier 1,Referral,Dining Set,42532,23,32749.64,12,No,,4,Yes,7
CUST0295,51,Male,Indore,Tier 2,Instagram Ad,Decor,5444,2,5335.12,14,No,,3,No,8
CUST0296,52,Male,Surat,Tier 2,Instagram Ad,Bed,42228,6,39694.32,19,No,,3,No,2
CUST0297,18,Female,Lucknow,Tier 2,Instagram Ad,Dining Set,38313,13,33332.31,19,No,,2,No,3
CUST0298,22,Female,Delhi,Tier 1,Instagram Ad,Sofa,66956,19,54234.36,12,No,,4,Yes,10
CUST0299,29,Female,Mumbai,Tier 1,Referral,Sofa,54540,40,32724.0,6,No,,4,Yes,2
CUST0300,22,Male,Bengaluru,Tier 1,Influencer,Decor,1699,6,1597.06,17,No,,4,Yes,6
CUST0301,45,Female,Lucknow,Tier 2,Instagram Ad,Sofa,28275,14,24316.5,20,No,,2,No,8
CUST0302,53,Female,Bengaluru,Tier 1,Email Campaign,Storage Unit,24654,34,16271.64,7,No,,4,No,0
CUST0303,22,Male,Surat,Tier 2,Email Campaign,Sofa,39459,2,38669.82,4,No,,5,Yes,7
CUST0304,24,Male,Indore,Tier 2,Email Campaign,Bed,47252,5,44889.4,7,No,,5,Yes,8
CUST0305,22,Male,Jaipur,Tier 2,Google Search,Storage Unit,13634,21,10770.86,17,No,,2,Yes,2
CUST0306,53,Male,Delhi,Tier 1,Email Campaign,Decor,7680,26,5683.2,21,No,,2,No,8
CUST0307,39,Male,Indore,Tier 2,Instagram Ad,Decor,2991,15,2542.35,12,No,,3,No,8
CUST0308,42,Male,Pune,Tier 1,Influencer,Storage Unit,21422,24,16280.72,7,No,,5,Yes,5
CUST0309,40,Female,Mumbai,Tier 1,Email Campaign,Bed,44566,23,34315.82,4,No,,5,Yes,10
CUST0310,20,Male,Indore,Tier 2,Instagram Ad,Bed,34873,40,20923.8,11,No,,4,Yes,5
CUST0311,52,Female,Pune,Tier 1,Google Search,Decor,3230,0,3230.0,19,Yes,Changed Mind,2,No,3
CUST0312,36,Male,Mumbai,Tier 1,Instagram Ad,Sofa,57564,3,55837.08,21,No,,2,No,5
CUST0313,39,Male,Jaipur,Tier 2,Instagram Ad,Dining Set,18389,39,11217.29,15,No,,3,Yes,3
CUST0314,50,Male,Jaipur,Tier 2,Influencer,Dining Set,29889,15,25405.65,21,No,,2,No,2
CUST0315,50,Female,Indore,Tier 2,Google Search,Decor,1139,16,956.76,8,Yes,Quality Issue,5,Yes,4
CUST0316,21,Male,Surat,Tier 2,Email Campaign,Bed,31402,21,24807.58,7,Yes,Quality Issue,4,Yes,10
CUST0317,22,Female,Pune,Tier 1,Instagram Ad,Dining Set,42703,28,30746.16,20,No,,2,No,9
CUST0318,20,Female,Jaipur,Tier 2,Google Search,Sofa,64505,19,52249.05,11,No,,4,No,0
CUST0319,37,Male,Mumbai,Tier 1,Instagram Ad,Dining Set,59167,1,58575.33,12,Yes,Wrong Product,3,No,6
CUST0320,32,Male,Indore,Tier 2,Google Search,Storage Unit,11554,1,11438.46,4,No,,5,Yes,5
CUST0321,43,Male,Mumbai,Tier 1,Google Search,Bed,44231,5,42019.45,11,No,,3,Yes,1
CUST0322,21,Male,Jaipur,Tier 2,Instagram Ad,Dining Set,55525,20,44420.0,6,Yes,Damaged,5,No,1
CUST0323,23,Female,Mumbai,Tier 1,Instagram Ad,Storage Unit,8082,0,8082.0,12,No,,4,Yes,9
CUST0324,43,Male,Delhi,Tier 1,Influencer,Sofa,38485,34,25400.1,17,No,,2,No,3
CUST0325,49,Female,Mumbai,Tier 1,Instagram Ad,Dining Set,53192,40,31915.2,12,No,,3,No,6
CUST0326,20,Female,Mumbai,Tier 1,Google Search,Decor,3346,33,2241.82,10,No,,4,Yes,10
CUST0327,20,Female,Mumbai,Tier 1,Instagram Ad,Dining Set,19551,17,16227.33,18,No,,3,No,2
CUST0328,45,Male,Lucknow,Tier 2,Email Campaign,Dining Set,48471,16,40715.64,11,No,,4,Yes,5
CUST0329,53,Female,Mumbai,Tier 1,Influencer,Sofa,32855,20,26284.0,4,No,,4,Yes,5
CUST0330,39,Female,Bengaluru,Tier 1,Email Campaign,Decor,8697,33,5826.99,13,Yes,Changed Mind,4,Yes,9
CUST0331,46,Male,Bengaluru,Tier 1,Instagram Ad,Storage Unit,11278,0,11278.0,5,No,,5,Yes,0
CUST0332,21,Male,Delhi,Tier 1,Instagram Ad,Storage Unit,26452,6,24864.88,5,No,,4,Yes,3
CUST0333,49,Male,Pune,Tier 1,Email Campaign,Storage Unit,19707,26,14583.18,12,No,,2,Yes,9
CUST0334,23,Male,Pune,Tier 1,Email Campaign,Sofa,21200,38,13144.0,18,No,,3,No,0
CUST0335,46,Male,Bengaluru,Tier 1,Email Campaign,Bed,42253,4,40562.88,12,Yes,Damaged,3,No,2
CUST0336,54,Female,Lucknow,Tier 2,Influencer,Decor,7815,22,6095.7,15,No,,3,Yes,0
CUST0337,31,Male,Delhi,Tier 1,Referral,Bed,19733,31,13615.77,12,No,,4,No,1
CUST0338,27,Female,Indore,Tier 2,Google Search,Storage Unit,18602,8,17113.84,17,No,,4,No,0
CUST0339,41,Female,Mumbai,Tier 1,Instagram Ad,Decor,6618,12,5823.84,3,No,,5,No,0
CUST0340,20,Male,Lucknow,Tier 2,Email Campaign,Decor,6126,38,3798.12,3,No,,5,Yes,0
CUST0341,24,Female,Jaipur,Tier 2,Email Campaign,Dining Set,28655,25,21491.25,18,Yes,Changed Mind,3,Yes,8
CUST0342,35,Male,Bengaluru,Tier 1,Google Search,Dining Set,55825,40,33495.0,15,No,,3,No,2
CUST0343,32,Female,Surat,Tier 2,Email Campaign,Storage Unit,13991,35,9094.15,17,No,,3,No,1
CUST0344,21,Male,Bengaluru,Tier 1,Influencer,Sofa,64764,2,63468.72,21,No,,2,No,2
CUST0345,45,Male,Pune,Tier 1,Influencer,Dining Set,45769,30,32038.3,13,No,,3,Yes,1
CUST0346,54,Female,Delhi,Tier 1,Email Campaign,Decor,6167,24,4686.92,6,No,,5,Yes,7
CUST0347,26,Male,Indore,Tier 2,Influencer,Sofa,31763,16,26680.92,5,No,,5,Yes,10
CUST0348,39,Female,Indore,Tier 2,Google Search,Decor,1990,2,1950.2,6,No,,5,Yes,9
CUST0349,19,Female,Pune,Tier 1,Influencer,Sofa,56284,12,49529.92,13,No,,3,No,10
CUST0350,43,Male,Delhi,Tier 1,Google Search,Storage Unit,20682,14,17786.52,18,Yes,Quality Issue,2,No,0
CUST0351,38,Female,Indore,Tier 2,Email Campaign,Bed,31767,37,20013.21,17,No,,3,No,0
CUST0352,21,Female,Bengaluru,Tier 1,Influencer,Storage Unit,15957,9,14520.87,9,No,,4,Yes,4
CUST0353,49,Male,Delhi,Tier 1,Email Campaign,Decor,7483,11,6659.87,3,Yes,Damaged,5,Yes,5
CUST0354,24,Female,Pune,Tier 1,Email Campaign,Sofa,40143,5,38135.85,16,No,,3,No,10
CUST0355,29,Male,Indore,Tier 2,Email Campaign,Sofa,52001,7,48360.93,13,Yes,Changed Mind,4,Yes,5
CUST0356,32,Female,Lucknow,Tier 2,Email Campaign,Dining Set,57391,9,52225.81,5,No,,5,Yes,10
CUST0357,41,Female,Jaipur,Tier 2,Instagram Ad,Bed,25698,20,20558.4,21,Yes,Wrong Product,2,No,4
CUST0358,27,Male,Surat,Tier 2,Instagram Ad,Storage Unit,11839,34,7813.74,5,No,,5,Yes,4
CUST0359,41,Male,Pune,Tier 1,Google Search,Decor,6660,18,5461.2,13,No,,3,No,8
CUST0360,37,Female,Lucknow,Tier 2,Instagram Ad,Storage Unit,11262,4,10811.52,21,No,,2,Yes,4
CUST0361,27,Female,Indore,Tier 2,Referral,Dining Set,46554,17,38639.82,20,No,,2,Yes,10
CUST0362,34,Male,Mumbai,Tier 1,Google Search,Storage Unit,14336,14,12328.96,10,No,,4,Yes,5
CUST0363,43,Female,Pune,Tier 1,Email Campaign,Sofa,37519,32,25512.92,13,No,,2,Yes,3
CUST0364,25,Female,Jaipur,Tier 2,Referral,Sofa,45380,37,28589.4,4,Yes,Quality Issue,4,Yes,3
CUST0365,44,Male,Indore,Tier 2,Instagram Ad,Storage Unit,20583,25,15437.25,19,No,,3,No,10
CUST0366,29,Male,Bengaluru,Tier 1,Instagram Ad,Dining Set,34848,30,24393.6,10,Yes,Changed Mind,4,Yes,4
CUST0367,37,Female,Surat,Tier 2,Google Search,Sofa,52093,28,37506.96,21,No,,3,No,6
CUST0368,25,Female,Surat,Tier 2,Influencer,Storage Unit,21070,36,13484.8,5,No,,5,Yes,4
CUST0369,48,Female,Surat,Tier 2,Google Search,Dining Set,42685,7,39697.05,12,No,,3,No,3
CUST0370,41,Male,Lucknow,Tier 2,Influencer,Dining Set,52779,31,36417.51,7,No,,4,Yes,5
CUST0371,51,Male,Surat,Tier 2,Email Campaign,Storage Unit,21757,22,16970.46,19,Yes,Changed Mind,2,Yes,9
CUST0372,30,Male,Mumbai,Tier 1,Instagram Ad,Sofa,48018,11,42736.02,10,No,,4,Yes,0
CUST0373,52,Female,Surat,Tier 2,Google Search,Storage Unit,15124,17,12552.92,15,No,,3,Yes,5
CUST0374,30,Male,Surat,Tier 2,Influencer,Storage Unit,8186,24,6221.36,10,No,,5,Yes,0
CUST0375,20,Female,Delhi,Tier 1,Referral,Storage Unit,25958,7,24140.94,15,No,,3,Yes,5
CUST0376,23,Female,Jaipur,Tier 2,Referral,Sofa,53487,21,42254.73,8,No,,4,Yes,7
CUST0377,48,Female,Delhi,Tier 1,Email Campaign,Dining Set,32079,11,28550.31,19,No,,3,No,4
CUST0378,37,Female,Delhi,Tier 1,Email Campaign,Storage Unit,27942,21,22074.18,6,No,,5,Yes,9
CUST0379,25,Female,Mumbai,Tier 1,Referral,Storage Unit,20768,0,20768.0,17,Yes,Wrong Product,2,Yes,7
CUST0380,35,Male,Delhi,Tier 1,Instagram Ad,Dining Set,42486,36,27191.04,19,No,,2,Yes,8
CUST0381,36,Female,Indore,Tier 2,Instagram Ad,Decor,7751,28,5580.72,16,Yes,Damaged,3,Yes,4
CUST0382,18,Female,Pune,Tier 1,Referral,Sofa,56203,30,39342.1,3,No,,5,Yes,8
CUST0383,29,Male,Bengaluru,Tier 1,Referral,Sofa,23791,8,21887.72,17,No,,3,Yes,8
CUST0384,50,Female,Surat,Tier 2,Google Search,Sofa,36061,10,32454.9,9,No,,4,Yes,10
CUST0385,52,Male,Jaipur,Tier 2,Referral,Decor,4924,39,3003.64,8,No,,3,No,2
CUST0386,23,Male,Surat,Tier 2,Influencer,Bed,42796,1,42368.04,10,No,,3,Yes,2
CUST0387,45,Male,Delhi,Tier 1,Google Search,Decor,8538,3,8281.86,19,No,,3,No,2
CUST0388,33,Female,Delhi,Tier 1,Influencer,Bed,28255,23,21756.35,18,Yes,Damaged,3,Yes,1
CUST0389,37,Female,Lucknow,Tier 2,Google Search,Decor,9728,33,6517.76,5,No,,5,Yes,9
CUST0390,32,Male,Bengaluru,Tier 1,Influencer,Dining Set,22247,4,21357.12,5,No,,4,Yes,9
CUST0391,20,Female,Mumbai,Tier 1,Email Campaign,Decor,7305,22,5697.9,20,No,,3,No,0
CUST0392,32,Female,Mumbai,Tier 1,Google Search,Storage Unit,13552,21,10706.08,3,No,,4,Yes,3
CUST0393,35,Male,Indore,Tier 2,Influencer,Storage Unit,25358,24,19272.08,7,No,,4,Yes,6
CUST0394,22,Female,Bengaluru,Tier 1,Email Campaign,Dining Set,28377,24,21566.52,19,No,,2,Yes,7
CUST0395,28,Female,Jaipur,Tier 2,Influencer,Decor,5538,37,3488.94,7,No,,4,Yes,0
CUST0396,51,Male,Pune,Tier 1,Influencer,Sofa,30956,7,28789.08,11,No,,3,Yes,6
CUST0397,38,Male,Mumbai,Tier 1,Instagram Ad,Storage Unit,25280,21,19971.2,10,No,,4,Yes,8
CUST0398,34,Female,Indore,Tier 2,Instagram Ad,Dining Set,36412,15,30950.2,10,No,,4,No,0
CUST0399,48,Male,Surat,Tier 2,Referral,Decor,3821,34,2521.86,16,No,,3,Yes,5
CUST0400,43,Female,Pune,Tier 1,Referral,Decor,8984,22,7007.52,4,No,,5,Yes,9
CUST0401,34,Male,Surat,Tier 2,Referral,Sofa,42673,3,41392.81,19,Yes,Quality Issue,2,Yes,2
CUST0402,24,Male,Pune,Tier 1,Google Search,Storage Unit,17890,31,12344.1,18,No,,2,No,7
CUST0403,21,Female,Mumbai,Tier 1,Referral,Dining Set,55663,35,36180.95,15,Yes,Quality Issue,4,Yes,4
CUST0404,41,Male,Surat,Tier 2,Referral,Storage Unit,21699,25,16274.25,15,No,,4,No,1
CUST0405,33,Male,Lucknow,Tier 2,Google Search,Bed,18558,1,18372.42,10,No,,4,Yes,6
CUST0406,22,Female,Indore,Tier 2,Google Search,Sofa,51601,4,49536.96,9,No,,4,Yes,1
CUST0407,26,Male,Jaipur,Tier 2,Google Search,Storage Unit,27459,28,19770.48,8,No,,4,Yes,7
CUST0408,21,Male,Pune,Tier 1,Instagram Ad,Dining Set,30734,2,30119.32,12,No,,3,Yes,10
CUST0409,20,Male,Bengaluru,Tier 1,Influencer,Decor,1725,5,1638.75,5,No,,5,Yes,6
CUST0410,22,Male,Pune,Tier 1,Influencer,Bed,29586,40,17751.6,11,Yes,Damaged,4,Yes,6
CUST0411,51,Female,Surat,Tier 2,Referral,Bed,49785,24,37836.6,12,Yes,Changed Mind,3,No,8
CUST0412,19,Female,Bengaluru,Tier 1,Instagram Ad,Dining Set,24548,21,19392.92,15,No,,3,No,6
CUST0413,29,Female,Delhi,Tier 1,Email Campaign,Sofa,58965,10,53068.5,18,No,,2,Yes,4
CUST0414,29,Male,Pune,Tier 1,Referral,Sofa,68601,26,50764.74,17,No,,3,Yes,7
CUST0415,24,Male,Mumbai,Tier 1,Influencer,Decor,1464,35,951.6,10,Yes,Wrong Product,3,No,4
CUST0416,30,Female,Pune,Tier 1,Email Campaign,Decor,7940,2,7781.2,17,No,,2,Yes,3
CUST0417,36,Male,Surat,Tier 2,Google Search,Decor,8478,28,6104.16,8,Yes,Damaged,4,No,1
CUST0418,53,Male,Jaipur,Tier 2,Referral,Dining Set,59789,28,43048.08,6,No,,4,Yes,5
CUST0419,54,Female,Bengaluru,Tier 1,Google Search,Storage Unit,11406,19,9238.86,11,No,,3,No,4
CUST0420,47,Male,Pune,Tier 1,Referral,Decor,6929,8,6374.68,12,Yes,Wrong Product,4,Yes,6
CUST0421,33,Female,Mumbai,Tier 1,Email Campaign,Decor,6308,30,4415.6,21,No,,1,No,1
CUST0422,29,Male,Lucknow,Tier 2,Instagram Ad,Dining Set,49831,0,49831.0,13,No,,2,No,6
CUST0423,41,Female,Mumbai,Tier 1,Influencer,Dining Set,35755,31,24670.95,3,No,,5,Yes,6
CUST0424,44,Male,Bengaluru,Tier 1,Google Search,Sofa,40426,39,24659.86,20,Yes,Quality Issue,2,Yes,10
CUST0425,54,Female,Mumbai,Tier 1,Email Campaign,Sofa,68443,29,48594.53,8,No,,5,Yes,0
CUST0426,29,Female,Indore,Tier 2,Instagram Ad,Bed,35947,26,26600.78,11,No,,4,No,1
CUST0427,41,Female,Pune,Tier 1,Referral,Sofa,65256,9,59382.96,4,No,,5,No,1
CUST0428,41,Male,Delhi,Tier 1,Google Search,Bed,20197,1,19995.03,17,No,,3,No,4
CUST0429,53,Female,Indore,Tier 2,Email Campaign,Decor,8825,23,6795.25,16,No,,3,No,5
CUST0430,33,Male,Pune,Tier 1,Email Campaign,Bed,42564,35,27666.6,20,Yes,Quality Issue,2,No,5
CUST0431,34,Male,Pune,Tier 1,Influencer,Decor,6874,13,5980.38,9,Yes,Quality Issue,5,Yes,6
CUST0432,48,Male,Delhi,Tier 1,Instagram Ad,Decor,4866,22,3795.48,10,No,,3,No,10
CUST0433,19,Male,Pune,Tier 1,Email Campaign,Dining Set,55997,22,43677.66,10,No,,4,Yes,8
CUST0434,49,Male,Pune,Tier 1,Referral,Dining Set,33960,7,31582.8,3,No,,5,Yes,3
CUST0435,46,Female,Jaipur,Tier 2,Email Campaign,Sofa,22575,34,14899.5,16,No,,2,No,4
CUST0436,29,Female,Surat,Tier 2,Email Campaign,Dining Set,21744,2,21309.12,5,No,,4,Yes,4
CUST0437,45,Female,Pune,Tier 1,Email Campaign,Bed,28990,3,28120.3,21,Yes,Wrong Product,3,No,10
CUST0438,43,Male,Jaipur,Tier 2,Referral,Dining Set,28450,7,26458.5,10,No,,4,Yes,9
CUST0439,55,Female,Jaipur,Tier 2,Referral,Storage Unit,28616,19,23178.96,21,No,,2,Yes,10
CUST0440,24,Male,Bengaluru,Tier 1,Email Campaign,Storage Unit,12837,27,9371.01,3,No,,5,Yes,2
CUST0441,33,Male,Pune,Tier 1,Email Campaign,Bed,47651,25,35738.25,8,No,,3,No,4
CUST0442,45,Female,Mumbai,Tier 1,Instagram Ad,Decor,5213,3,5056.61,13,No,,4,Yes,0
CUST0443,31,Male,Lucknow,Tier 2,Influencer,Decor,9982,27,7286.86,13,Yes,Wrong Product,3,No,5
CUST0444,55,Female,Mumbai,Tier 1,Instagram Ad,Dining Set,31007,29,22014.97,15,Yes,Quality Issue,3,Yes,7
CUST0445,18,Female,Delhi,Tier 1,Email Campaign,Bed,43369,40,26021.4,12,No,,5,No,1
CUST0446,21,Male,Pune,Tier 1,Google Search,Sofa,21539,16,18092.76,6,No,,4,Yes,10
CUST0447,35,Female,Mumbai,Tier 1,Influencer,Decor,5386,7,5008.98,21,No,,2,No,10
CUST0448,43,Female,Jaipur,Tier 2,Instagram Ad,Dining Set,26750,30,18725.0,6,Yes,Changed Mind,4,Yes,4
CUST0449,43,Male,Pune,Tier 1,Google Search,Dining Set,24411,29,17331.81,6,No,,4,Yes,6
CUST0450,47,Male,Jaipur,Tier 2,Google Search,Storage Unit,17927,23,13803.79,21,No,,2,No,4
CUST0451,35,Male,Mumbai,Tier 1,Referral,Sofa,46123,29,32747.33,9,No,,4,Yes,4
CUST0452,21,Male,Delhi,Tier 1,Google Search,Storage Unit,8421,36,5389.44,3,Yes,Quality Issue,5,Yes,10
CUST0453,38,Male,Pune,Tier 1,Referral,Bed,44793,28,32250.96,4,No,,5,Yes,8
CUST0454,49,Male,Surat,Tier 2,Email Campaign,Storage Unit,16415,27,11982.95,21,Yes,Wrong Product,3,No,6
CUST0455,36,Female,Delhi,Tier 1,Influencer,Decor,9671,9,8800.61,9,No,,5,Yes,10
CUST0456,25,Female,Jaipur,Tier 2,Google Search,Dining Set,29781,11,26505.09,17,No,,2,No,5
CUST0457,31,Male,Pune,Tier 1,Email Campaign,Storage Unit,17906,20,14324.8,5,No,,5,Yes,2
CUST0458,33,Female,Mumbai,Tier 1,Instagram Ad,Sofa,39880,21,31505.2,19,No,,2,No,4
CUST0459,22,Male,Mumbai,Tier 1,Instagram Ad,Sofa,67115,24,51007.4,19,Yes,Wrong Product,3,No,8
CUST0460,49,Female,Delhi,Tier 1,Influencer,Decor,2819,17,2339.77,21,No,,2,No,7
CUST0461,30,Male,Mumbai,Tier 1,Instagram Ad,Storage Unit,25197,33,16881.99,18,No,,3,No,7
CUST0462,29,Male,Pune,Tier 1,Email Campaign,Sofa,39281,1,38888.19,12,No,,4,Yes,6
CUST0463,41,Male,Delhi,Tier 1,Instagram Ad,Bed,18786,18,15404.52,5,No,,5,Yes,5
CUST0464,50,Male,Bengaluru,Tier 1,Influencer,Dining Set,24869,22,19397.82,21,No,,1,Yes,1
CUST0465,40,Female,Bengaluru,Tier 1,Influencer,Storage Unit,27581,36,17651.84,5,No,,5,Yes,5
CUST0466,38,Male,Surat,Tier 2,Instagram Ad,Dining Set,38923,7,36198.39,14,No,,3,Yes,6
CUST0467,44,Male,Mumbai,Tier 1,Influencer,Dining Set,49658,22,38733.24,15,No,,4,Yes,0
CUST0468,48,Male,Delhi,Tier 1,Google Search,Dining Set,47351,6,44509.94,20,No,,3,Yes,3
CUST0469,55,Female,Surat,Tier 2,Email Campaign,Decor,7772,27,5673.56,19,No,,2,No,9
CUST0470,41,Male,Bengaluru,Tier 1,Referral,Sofa,49863,2,48865.74,5,No,,5,No,0
CUST0471,36,Male,Indore,Tier 2,Referral,Bed,37499,24,28499.24,15,No,,2,Yes,1
CUST0472,35,Female,Mumbai,Tier 1,Instagram Ad,Dining Set,45464,0,45464.0,12,No,,3,No,2
CUST0473,27,Female,Jaipur,Tier 2,Instagram Ad,Decor,8813,20,7050.4,8,No,,4,Yes,6
CUST0474,26,Male,Pune,Tier 1,Instagram Ad,Sofa,41435,23,31904.95,11,No,,4,Yes,3
CUST0475,35,Male,Delhi,Tier 1,Google Search,Storage Unit,24655,14,21203.3,5,No,,5,Yes,4
CUST0476,26,Female,Jaipur,Tier 2,Email Campaign,Decor,7915,9,7202.65,11,No,,4,Yes,7
CUST0477,26,Female,Bengaluru,Tier 1,Google Search,Dining Set,29772,12,26199.36,6,No,,5,Yes,9
CUST0478,31,Female,Indore,Tier 2,Referral,Storage Unit,25174,38,15607.88,10,Yes,Damaged,4,Yes,6
CUST0479,52,Female,Jaipur,Tier 2,Referral,Bed,15798,19,12796.38,14,No,,3,Yes,9
CUST0480,52,Male,Indore,Tier 2,Instagram Ad,Storage Unit,13074,21,10328.46,21,No,,2,Yes,7
CUST0481,36,Female,Bengaluru,Tier 1,Instagram Ad,Storage Unit,23901,18,19598.82,19,Yes,Changed Mind,2,Yes,7
CUST0482,35,Male,Lucknow,Tier 2,Email Campaign,Decor,2030,26,1502.2,12,No,,3,No,1
CUST0483,55,Male,Indore,Tier 2,Referral,Bed,16462,16,13828.08,16,Yes,Quality Issue,3,No,2
